file,location,lng,lat,isInLine,action
87_贺铸.json,皖山,116.496046,30.67014,FALSE,remove
15_岑参.json,万里桥,104.200185,30.653975,FALSE,remove
64_苏洵.json,万山,112.09573,32.008189,FALSE,remove
77_苏轼.json,万山,112.09573,32.008189,FALSE,remove
8_孟浩然.json,万山,112.09573,32.008189,FALSE,remove
77_苏轼.json,万松亭,115.004473,31.185062,FALSE,remove
149_吴文英.json,望湖楼,120.153848,30.259939,FALSE,remove
77_苏轼.json,望湖楼,120.153848,30.259939,FALSE,remove
104_王以宁.json,沩山,112.19116,28.158559,FALSE,remove
19_孟郊.json,巫峡,109.913068,31.059249,FALSE,remove
77_苏轼.json,吴山,120.164049,30.234394,FALSE,remove
117_曾协.json,浯溪,111.838314,26.558876,FALSE,remove
126_张孝祥.json,浯溪,111.838314,26.558876,FALSE,remove
92_惠洪.json,浯溪,111.838314,26.558876,FALSE,remove
22_韩愈.json,武关,110.626496,33.609225,FALSE,remove
40_罗隐.json,武关,110.626496,33.609225,FALSE,remove
43_鱼玄机.json,武关,110.626496,33.609225,FALSE,remove
15_岑参.json,武侯祠,104.049252,30.64458,FALSE,remove
136_辛弃疾.json,武夷精舍,118.003662,27.724877,FALSE,remove
108_张元干.json,西湖,120.132624,30.245486,FALSE,remove
121_尤袤.json,西湖,120.132624,30.245486,FALSE,remove
123_王明清.json,西湖,120.132624,30.245486,FALSE,remove
136_辛弃疾.json,西湖,119.600468,25.998671,FALSE,remove
138_刘过.json,西湖,120.132624,30.245486,FALSE,remove
149_吴文英.json,西湖,120.132624,30.245486,FALSE,remove
155_张炎.json,西湖,120.132624,30.245486,FALSE,remove
55_张先.json,西湖,120.132624,30.245486,FALSE,remove
68_郑獬.json,西湖,120.132624,30.245486,FALSE,remove
70_杨绘.json,西湖,120.132624,30.245486,FALSE,remove
77_苏轼.json,西湖,120.132624,30.245486,FALSE,remove
92_惠洪.json,西湖,120.132624,30.245486,FALSE,remove
45_郑谷.json,西陵峡,111.045793,30.808786,FALSE,remove
12_李白.json,西塞山,115.16621,30.20632,FALSE,remove
124_杨万里.json,西山,115.629352,28.553107,FALSE,remove
39_贯休.json,西山,115.629352,28.553107,FALSE,remove
47_徐铉.json,西山,115.629352,28.553107,FALSE,remove
77_苏轼.json,西山,114.866749,30.411516,FALSE,remove
79_苏辙.json,西山,114.866749,30.411516,FALSE,remove
62_欧阳修.json,西园,117.99186,29.901469,FALSE,remove
87_贺铸.json,戏马台,117.189298,34.256412,FALSE,remove
62_欧阳修.json,下牢溪,111.26445,30.79992,FALSE,remove
134_陈傅良.json,仙岩,120.691452,27.875511,FALSE,remove
15_岑参.json,仙游寺,108.206671,34.038354,FALSE,remove
12_李白.json,岘山,112.16412,31.9883,FALSE,remove
19_孟郊.json,岘山,112.16412,31.9883,FALSE,remove
25_姚合.json,岘山,120.100846,30.841475,FALSE,remove
62_欧阳修.json,岘山,112.16412,31.9883,FALSE,remove
77_苏轼.json,岘山,112.16412,31.9883,FALSE,remove
8_孟浩然.json,岘山,112.16412,31.9883,FALSE,remove
12_李白.json,香山寺,112.4801,34.554631,FALSE,remove
27_贾岛.json,香山寺,112.4801,34.554631,FALSE,remove
7_沈佺期.json,香山寺,112.4801,34.554631,FALSE,remove
23_柳宗元.json,湘江,112.953678,28.114415,FALSE,remove
6_宋之问.json,逍遥楼,110.301883,25.27844,FALSE,remove
152_谢枋得.json,小孤山,116.552619,29.926263,FALSE,remove
87_贺铸.json,小孤山,116.552619,29.926263,FALSE,remove
108_张元干.json,雪峰山,119.301122,26.096647,FALSE,remove
108_张元干.json,雪峰寺,119.237541,25.559606,FALSE,remove
18_韦应物.json,浔阳楼,116.000391,29.73489,FALSE,remove
151_舒岳祥.json,雁苍山,121.377838,29.408495,FALSE,remove
106_陈与义.json,雁荡山,121.095413,28.352314,FALSE,remove
137_叶适.json,雁荡山,121.095413,28.352314,FALSE,remove
39_贯休.json,雁荡山,121.095413,28.352314,FALSE,remove
63_赵抃.json,雁荡山,121.095413,28.352314,FALSE,remove
12_李白.json,雁门关,112.865191,39.194164,FALSE,remove
40_罗隐.json,雁门关,112.865191,39.194164,FALSE,remove
45_郑谷.json,仰山,114.396852,27.561863,FALSE,remove
101_蔡伸.json,殷墟,114.324517,36.122743,FALSE,remove
12_李白.json,鹦鹉洲,114.272415,30.534166,FALSE,remove
43_鱼玄机.json,鹦鹉洲,114.272415,30.534166,FALSE,remove
46_崔涂.json,鹦鹉洲,114.272415,30.534166,FALSE,remove
63_赵抃.json,鹦鹉洲,114.272415,30.534166,FALSE,remove
8_孟浩然.json,鹦鹉洲,114.272415,30.534166,FALSE,remove
